Date,Open,High,Low,Close,Adj Close,Volume
06-01-2016,1175.099976,1193.074951,1175.099976,1190.800049,999.700867,2653228
07-01-2016,1185,1191.449951,1180,1185.625,995.356201,3199580
08-01-2016,1192.5,1203.675049,1186.25,1198.800049,1006.417053,1907544
11-01-2016,1191.25,1192,1174.425049,1181.175049,991.620972,2930228
12-01-2016,1181.349976,1182.5,1150.800049,1163.525024,976.802734,3482594
13-01-2016,1158.5,1163.5,1127.550049,1139.599976,956.717468,4746092
14-01-2016,1136.5,1149.449951,1125,1139.400024,956.549805,2742052
15-01-2016,1144.425049,1145.849976,1127.5,1130.550049,949.119934,3269408
18-01-2016,1131,1145.949951,1130,1138.824951,956.066589,2213922
19-01-2016,1138.5,1150,1134.150024,1139.650024,956.759521,967910
20-01-2016,1136.900024,1142.5,1121.5,1140.050049,957.09552,1615954
21-01-2016,1142.5,1144.949951,1122.875,1127.25,948.637573,2675536
22-01-2016,1136.5,1151.025024,1130,1147.875,965.994629,1343178
25-01-2016,1150.949951,1169.5,1145.75,1152.324951,969.738953,1397560
27-01-2016,1151,1164.974976,1140.949951,1159.875,976.092896,1626986
28-01-2016,1157.75,1174.449951,1154.025024,1165.599976,980.910889,3106660
29-01-2016,1179.349976,1200,1167.525024,1195.650024,1006.199585,2235744
01-02-2016,1195.550049,1206.474976,1179.5,1201.349976,1010.996338,1495274
02-02-2016,1204.5,1216.5,1189.849976,1199.050049,1009.060974,1475588
03-02-2016,1193.75,1214.949951,1180.150024,1208.150024,1016.719238,1308692
04-02-2016,1210.949951,1220,1201,1210.025024,1018.296936,1250046
05-02-2016,1204.050049,1219.974976,1204.050049,1210.974976,1019.096375,1402996
08-02-2016,1200,1206.025024,1173.5,1181.474976,994.270569,1063658
09-02-2016,1166.800049,1166.800049,1127.800049,1140.699951,959.956604,2489610
10-02-2016,1137.5,1144.949951,1129.050049,1134.400024,954.654785,1890732
11-02-2016,1140,1144.5,1085.824951,1098.974976,924.842651,1962408
12-02-2016,1100,1121.699951,1082,1113.300049,936.898315,2172568
15-02-2016,1125,1153.425049,1120,1134.574951,954.801819,2479712
16-02-2016,1133,1141,1121.5,1132.775024,953.287048,1588702
17-02-2016,1132.5,1139.824951,1123.199951,1137.775024,957.494995,1585178
18-02-2016,1142.5,1159.875,1139,1157.925049,974.452332,1529140
19-02-2016,1153.675049,1163.5,1152.724976,1159.824951,976.050964,879012
22-02-2016,1160.125,1171.5,1152.5,1157.949951,974.473145,1324884
23-02-2016,1155.125,1159.949951,1128.375,1132,952.634827,1306852
24-02-2016,1131.224976,1131.224976,1100.599976,1105.474976,930.313171,1659328
25-02-2016,1109.900024,1114,1092.824951,1106.425049,931.112488,1830556
26-02-2016,1114.849976,1128.449951,1099.800049,1105.25,930.123474,1537536
29-02-2016,1118.5,1118.5,1057.5,1088.400024,915.94342,2191718
01-03-2016,1096.5,1142.550049,1081,1138.324951,957.958008,1999760
02-03-2016,1152.5,1165,1128.125,1159.425049,975.714294,1527486
03-03-2016,1168,1195.5,1150.5,1186.574951,998.562622,2648284
04-03-2016,1190,1190,1174.775024,1178.775024,991.998413,1512966
08-03-2016,1171.050049,1183.5,1152.099976,1177.150024,990.631042,1268152
09-03-2016,1170.5,1184.699951,1147.574951,1178.625,991.872009,2017784
10-03-2016,1178.025024,1179.925049,1157.474976,1174.150024,988.106323,1661666
11-03-2016,1170,1195.425049,1167.5,1182.625,995.238342,1530528
14-03-2016,1181,1199,1170,1177.5,990.925476,1636742
15-03-2016,1174.525024,1181.75,1160.050049,1164.949951,980.363953,1623356
16-03-2016,1157.5,1166,1153.449951,1163.525024,979.164856,1918246
17-03-2016,1167,1180.900024,1166,1176.025024,989.684082,2221088
18-03-2016,1180,1215,1180,1212.925049,1020.737488,3204070
21-03-2016,1213,1227.474976,1210,1223.125,1029.321411,2336982
22-03-2016,1221,1242.5,1218.25,1236.550049,1040.619019,1951984
23-03-2016,1243.949951,1243.949951,1228.650024,1236.900024,1040.913574,2278434
